Location,All Summary Offenses,Criminal Homicide,Murder and Nonnegligent Homicide,Manslaughter by Negligence,Forcible Rape Total,Rape by Force,Attempts to commit Forcible Rape,Robbery Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Strong-Arm (Hands, Fists, Feet, Etc.)",Assault Total,Aggravated Assault Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Hands, Fists, Feet, Etc. - Aggravated injury","Other Assaults - Simple, Not Aggravated",Burglary Total,Forcible Entry,Unlawful Entry - No Force,Attempted Forcible Entry,Larceny - Theft Total,Motor Vehicle Theft Total,Autos,Trucks and Buses,Other Vehicles,Arson,Human Trafficking - Commercial Sex Act,Human Trafficking - Involuntary Servitude,Year
Chilmark,12.94,,,,,,,,,,,,3.24,1.08,,,,1.08,2.16,2.16,,2.16,,7.55,,,,,,,,2020
Edgartown,27.89,,,,0.46,0.46,,0.23,,,0.23,,13.49,6.86,,0.69,1.83,4.34,6.63,1.14,0.23,0.91,,12.35,0.23,0.23,,,,,,2020
Aquinnah,21.74,,,,3.11,3.11,,,,,,,9.32,3.11,,,,3.11,6.21,,,,,9.32,,,,,,,,2020
Gosnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Oak Bluffs,18.39,,,,1.28,1.28,,,,,,,7.7,3.63,,0.21,1.28,2.14,4.06,2.14,1.07,1.07,,6.63,0.43,0.43,,,0.21,,,2020
Tisbury,23.13,,,,0.24,0.24,,,,,,,13.63,3.65,,,1.7,1.95,9.98,1.46,0.24,1.22,,7.55,,,,,0.24,,,2020
West Tisbury,11.99,,,,,,,0.34,0.34,,,,6.17,2.74,,,1.03,1.71,3.43,0.69,,0.69,,4.8,,,,,,,,2020
MBTA - Dukes County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Dukes State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Dukes State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Amesbury,8.65,0.06,0.06,,0.23,0.23,,,,,,,4.66,1.19,0.11,0.17,0.68,0.23,3.47,0.57,0.34,0.23,,2.9,0.23,0.11,0.11,,,,,2020
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Andover,7.28,,,,0.11,0.11,,,,,,,2.13,0.11,,,0.03,0.08,2.03,1.04,0.36,0.55,0.14,3.78,0.22,0.22,,,,,,2020
Beverly,6.73,0.02,0.02,,0.14,0.14,,0.07,,0.05,,0.02,2.63,1.18,0.05,0.21,0.66,0.26,1.44,0.26,0.02,0.24,,3.39,0.21,0.12,0.05,0.05,,,,2020
Boxford,2.88,,,,,,,,,,,,0.36,0.12,0.12,,,,0.24,,,,,2.52,,,,,,,,2020
Danvers,21.59,,,,0.18,0.18,,0.22,0.07,0.04,0.07,0.04,8.36,1.49,,0.11,0.98,0.4,6.87,0.73,0.44,0.18,0.11,11.08,0.98,0.8,0.18,,0.04,,,2020
Essex,5.51,,,,,,,,,,,,2.62,1.05,,0.26,0.79,,1.57,0.52,,0.52,,2.1,0.26,0.26,,,,,,2020
Georgetown,5.92,,,,,,,0.11,,,,0.11,1.59,0.46,,0.11,0.34,,1.14,0.68,0.34,0.34,,3.53,,,,,,,,2020
Gloucester,9.92,,,,0.36,0.36,,0.13,0.03,0.07,,0.03,6.27,1.87,0.3,0.53,0.56,0.49,4.4,0.36,0.16,0.2,,2.5,0.3,0.3,,,0,,,2020
Hamilton,3.73,,,,,,,,,,,,1.37,0.62,,,0.12,0.5,0.75,0.12,,,0.12,2.24,,,,,,,,2020
Ipswich,7.66,0.07,,0.07,0.07,0.07,,,,,,,3.05,0.5,,,0.14,0.35,2.55,1.06,0.71,0.35,,3.33,0.07,0.07,,,,,,2020
Lynnfield,7.41,,,,0.15,0.15,,,,,,,2.21,0.38,0.08,0.15,0.15,,1.83,0.08,,0.08,,4.58,0.23,0.23,,,0.15,,,2020
Manchester-by-the-sea,4.41,,,,,,,,,,,,1.29,,,,,,1.29,,,,,2.94,0.18,0.18,,,,,,2020
Marblehead,9.11,,,,0.1,0.1,,,,,,,2.78,0.63,,0.05,0.44,0.15,2.14,0.58,0.19,0.39,,5.51,0.1,0.1,,,0.05,,,2020
Merrimac,4.29,,,,,,,,,,,,2.43,0.29,,0.14,0.14,,2.15,0.14,0.14,,,1.57,0.14,0.14,,,,,,2020
Middleton,4.71,,,,,,,,,,,,1.86,0.39,,,0.39,,1.47,0.39,0.29,0.1,,2.26,0.2,0.2,,,,,,2020
Nahant,9.13,,,,,,,0.29,,,,0.29,5.42,0.86,,,0.29,0.57,4.56,0.29,,0.29,,3.14,,,,,,,,2020
Newbury,8.1,,,,,,,0.28,,,,0.28,4.61,1.81,,0.42,1.12,0.28,2.79,0.84,0.14,0.7,,2.23,,,,,0.14,,,2020
Newburyport,8.09,,,,0.44,0.44,,,,,,,2.62,0.82,0.05,0.22,0.33,0.22,1.8,0.55,0.22,0.22,0.11,3.94,0.49,0.49,,,0.05,,,2020
North Andover,6.38,,,,0.16,0.13,0.03,0.06,0.03,,,0.03,2.74,0.7,,0.13,0.48,0.1,2.04,0.1,0.06,,0.03,3.22,0.1,0.1,,,0,,,2020
Peabody,14.37,,,,0.26,0.26,,0.11,0.02,0.04,0.02,0.04,5.89,1.77,0.13,0.25,0.81,0.59,4.12,0.7,0.45,0.21,0.04,6.7,0.66,0.59,,0.08,0.04,,,2020
Rockport,5.77,,,,,,,0.14,,,,0.14,3.98,1.1,,0.27,0.55,0.27,2.89,0.27,0.14,0.14,,1.37,,,,,,,,2020
Rowley,7.68,,,,0.31,0.31,,0.15,,,,0.15,3.38,0.77,,0.31,0.31,0.15,2.61,1.08,0.77,0.31,,2.3,0.46,0.46,,,,,,2020
Salem,28.85,0.02,0.02,,0.37,0.35,0.02,0.37,0.16,0.05,0.05,0.12,12.91,1.74,0.14,0.63,0.65,0.32,11.17,1.09,0.51,0.53,0.05,13.12,0.88,0.76,0.02,0.09,0.09,,,2020
Salisbury,16.61,,,,0.62,0.62,,,,,,,7.48,1.45,,0.31,1.14,,6.02,1.97,1.25,0.62,0.1,5.5,1.04,0.83,0.1,0.1,,,,2020
Saugus,13.77,0.04,0.04,,0.35,0.35,,0.46,0.14,,0.11,0.21,4.61,1.69,0.07,0.6,0.81,0.21,2.92,0.77,0.49,0.25,0.04,6.76,0.77,0.63,,0.14,,,,2020
Swampscott,12.41,,,,,,,0.19,,,0.06,0.13,3.25,1.1,0.06,0.65,0.32,0.06,2.14,0.58,0.39,0.19,,8.12,0.26,0.26,,,,,,2020
Topsfield,3.45,,,,,,,,,,,,1.35,0.45,,,0.45,,0.9,0.45,0.3,0.15,,1.35,0.3,0.3,,,,,,2020
Wenham,4.91,,,,0.19,0.19,,,,,,,1.13,0.38,,,0.19,0.19,0.76,,,,,3.59,,,,,,,,2020
West Newbury,5.27,,,,,,,,,,,,3.37,1.05,,0.42,0.63,,2.32,,,,,1.48,,,,,0.42,,,2020
Salem State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Merrimack College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Endicott College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Northern Essex Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Gordon College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Salem State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
North Shore Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Essex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Essex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Franklin County,14.98,0,0,0,0.47,0.47,0,0.16,0.03,0.01,0.03,0.09,5.78,2.22,0.24,0.3,0.95,0.73,3.56,1.59,1.08,0.47,0.04,6.4,0.55,0.5,0,0.04,0.03,0,0,2020
Ashfield,3.5,,,,,,,,,,,,,,,,,,,,,,,2.33,1.17,0.58,,0.58,,,,2020
Bernardston,9.11,,,,,,,,,,,,3.36,2.4,1.92,,0.48,,0.96,0.48,0.48,,,4.79,0.48,0.48,,,,,,2020
Buckland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Charlemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Colrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Deerfield,11.66,,,,0.4,0.4,,0.2,,,0.2,,6.23,0.8,,0.4,0.2,0.2,5.43,0.6,,0.6,,4.02,0.2,0.2,,,,,,2020
Erving,20.63,,,,0.57,0.57,,,,,,,13.75,2.29,,0.57,1.72,,11.46,1.72,1.72,,,4.01,0.57,0.57,,,,,,2020
Gill,9.56,,,,,,,,,,,,4.78,,,,,,4.78,0.68,0.68,,,3.42,0.68,,,0.68,,,,2020
Greenfield,27.73,,,,1.1,1.1,,0.46,0.12,0.06,0.06,0.23,9.28,3.42,0.35,0.23,2.09,0.75,5.86,3.36,2.67,0.58,0.12,12.41,1.1,1.04,,0.06,0,,,2020
Hawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Leverett,2.72,,,,,,,,,,,,0.54,0.54,,,0.54,,,,,,,2.18,,,,,,,,2020
Leyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Montague,16.49,,,,0.37,0.37,,,,,,,8.31,5.38,0.12,0.86,0.86,3.54,2.93,1.95,0.73,1.1,0.12,5.5,0.37,0.37,,,,,,2020
New Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Northfield,13.56,,,,,,,,,,,,3.73,0.68,,0.34,0.34,,3.05,0.34,0.34,,,9.15,0.34,0.34,,,,,,2020
Orange,21.05,,,,0.53,0.53,,,,,,,4.9,1.99,0.13,0.79,0.93,0.13,2.91,2.52,1.46,1.06,,11.91,0.93,0.93,,,0.26,,,2020
Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Shelburne,10.38,,,,,,,,,,,,5.46,1.64,,,1.09,0.55,3.83,1.64,,1.64,,3.28,,,,,,,,2020
Shutesbury,1.14,,,,0.57,0.57,,,,,,,0.57,,,,,,0.57,,,,,,,,,,,,,2020
Sunderland,8.83,,,,0.55,0.55,,,,,,,5.25,1.66,,,1.1,0.55,3.59,0.83,0.83,,,1.93,0.28,0.28,,,,,,2020
Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Whately,9.53,,,,,,,,,,,,2.54,2.54,1.91,,0.64,,,1.91,1.91,,,4.45,0.64,0.64,,,,,,2020
Greenfield CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MBTA - Franklin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Franklin State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Franklin State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Franklin State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Agawam,18.08,,,,0.39,0.39,,0.14,0.11,,,0.04,6.97,1.82,0.18,0.35,0.77,0.53,5.15,4.03,1.47,2.07,0.49,5.75,0.74,0.67,0.04,0.04,0.07,,,2020
Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Western New England Coll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Brimfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Chester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Granville,3.11,,,,,,,,,,,,0.62,,,,,,0.62,0.62,,0.62,,1.24,0.62,0.62,,,,,,2020
Hampden,7.17,,,,,,,0.19,0.19,,,,2.32,0.39,,,0.39,,1.94,1.16,0.19,0.77,0.19,3.29,0.19,0.19,,,,,,2020
Holland,9.7,,,,,,,,,,,,5.66,1.21,,0.4,0.4,0.4,4.45,1.21,0.81,0.4,,2.83,,,,,,,,2020
Longmeadow,10.29,,,,0.13,0.13,,,,,,,1.66,0.19,,0.06,0.06,0.06,1.47,1.66,0.9,0.58,0.19,6.2,0.64,0.64,,,,,,2020
Ludlow,18.47,,,,0.14,0.14,,0.09,0.05,0.05,,,7.37,2.88,0.19,0.61,1.23,0.85,4.49,1.37,1.04,0.33,,8.93,0.52,0.47,,0.05,0.05,,,2020
Monson,13.78,,,,0.23,0.11,0.11,,,,,,8.54,1.59,0.23,0.11,1.02,0.23,6.95,1.48,0.8,0.57,0.11,2.62,0.91,0.8,0.11,,,,,2020
Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Palmer,23.03,,,,0.74,0.74,,0.08,0.08,,,,13.28,2.87,0.25,0.33,2.05,0.25,10.41,2.13,1.56,0.41,0.16,6.48,0.33,0.25,0.08,,0,,,2020
Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Southwick,12.84,,,,0.31,0.31,,,,,,,5.96,1.34,0.1,0.62,0.62,,4.62,2.06,0.41,1.34,0.31,3.6,0.92,0.92,,,,,,2020
Tolland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Wales,1.07,,,,,,,,,,,,0.53,,,,,,0.53,,,,,0.53,,,,,,,,2020
West Springfield,42.34,,,,0.53,0.53,,0.95,0.28,0.39,0.11,0.18,9.64,3.24,0.53,0.63,1.02,1.05,6.4,2.81,1.13,0.91,0.77,25.57,2.57,2.39,0.14,0.04,0.25,,0.04,2020
Wilbraham,19.13,,,,0.48,0.48,,0.14,0.07,0.07,,,5.85,0.88,0.07,,0.54,0.27,4.97,1.23,0.68,0.34,0.2,10.82,0.54,0.54,,,0.07,,,2020
Westfield State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Holyoke Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Springfield Technical Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Western New England University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MBTA - Hampden County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Springfield College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampden State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampden State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampden State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Amherst,6.09,,,,0.5,0.5,,0.1,0.02,,,0.07,2.87,0.95,0.2,0.12,0.2,0.42,1.92,0.45,0.3,0.15,,1.8,0.35,0.35,,,0.02,,,2020
Belchertown,9.7,,,,0.07,0.07,,,,,,,4.03,1.52,0.13,0.13,0.86,0.4,2.51,1.06,0.79,0.13,0.13,3.96,0.59,0.46,0.13,,,,,2020
Chesterfield,1.6,,,,,,,,,,,,,,,,,,,0.8,,0.8,,0.8,,,,,,,,2020
Cummington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Easthampton,18.16,,,,0.7,0.7,,,,,,,4.11,0.95,,0.13,0.32,0.51,3.16,0.82,0.57,0.19,0.06,11.71,0.76,0.76,,,0.06,,,2020
Goshen,2.83,,,,,,,,,,,,,,,,,,,0.94,,0.94,,1.89,,,,,,,,2020
Granby,9.37,0.16,0.16,,0.32,0.32,,,,,,,3.02,0.79,,,0.48,0.32,2.22,0.79,0.16,0.48,0.16,4.76,0.32,0.32,,,,,,2020
Hadley,40.73,,,,0.37,0.37,,0.56,0.19,,0.19,0.19,11.4,3.92,0.19,0.37,1.87,1.49,7.47,1.49,0.75,0.56,0.19,25.78,0.93,0.93,,,0.19,,,2020
Hatfield,6.77,,,,,,,,,,,,2.15,0.31,,,,0.31,1.85,0.92,0.62,0.31,,3.38,0.31,0.31,,,,,,2020
Huntington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Middlefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Pelham,0.76,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,2020
Plainfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
South Hadley,22.37,,,,0.34,0.34,,0.11,,0.06,,0.06,9.2,1.87,0.51,0.34,0.74,0.28,7.32,2.61,1.36,0.85,0.4,7.95,1.93,1.93,,,0.23,,,2020
Southampton,14.97,,,,,,,0.16,,,,0.16,1.29,0.8,0.16,,0.48,0.16,0.48,0.8,,0.32,0.48,12.39,0.32,0.32,,,,,,2020
Ware,12.28,,,,0.1,0.1,,0.31,0.1,0.1,,0.1,8.05,3.3,0.1,0.62,1.13,1.44,4.75,0.41,0.41,,,2.79,0.31,0.31,,,0.31,,,2020
Westhampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Williamsburg,9.33,,,,0.41,0.41,,,,,,,3.25,0.81,,,0.81,,2.44,1.22,0.41,0.81,,4.06,0.41,0.41,,,,,,2020
Worthington,3.4,,,,,,,,,,,,,,,,,,,,,,,1.7,1.7,1.7,,,,,,2020
U-Mass Amherst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Amherst College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MBTA - Hampshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampshire State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Hampshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Acton,8.77,,,,0.04,0.04,,0.04,0.04,,,,3.12,0.59,,0.17,0.3,0.13,2.53,0.67,0.25,0.34,0.08,4.64,0.17,0.17,,,0.08,,,2020
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Arlington,5.27,,,,0.02,0.02,,0.04,,,0.02,0.02,2.28,0.5,0.07,0.15,0.26,0.02,1.78,0.5,0.18,0.26,0.07,2.06,0.33,0.24,0.04,0.04,0.02,,,2020
Ashby,7.77,,,,0.62,0.62,,,,,,,0.62,0.62,0.31,,,0.31,,1.24,0.93,0.31,,4.66,0.62,0.62,,,,,,2020
Ashland,8.63,,,,0.11,0.11,,0.11,0.11,,,,3.87,0.84,0.06,0.39,0.22,0.17,3.03,0.78,0.45,0.22,0.11,2.75,1.01,0.9,0.06,0.06,,,,2020
Ayer,11.41,,,,,,,0.12,0.12,,,,6.31,0.85,,0.12,0.61,0.12,5.46,0.73,0.36,0.24,0.12,4.01,0.12,0.12,,,0.12,,,2020
Bedford,6.37,,,,0.07,0.07,,0.07,,0.07,,,1.63,0.64,,,0.42,0.21,0.99,0.85,0.78,0.07,,3.47,0.28,0.28,,,,,,2020
Belmont,9.11,,,,0.08,0.08,,0.11,,,0.11,,1.91,0.42,,0.08,0.31,0.04,1.49,3.29,1.42,1.87,,3.48,0.19,0.15,,0.04,0.04,,,2020
Billerica,7.22,0.02,0.02,,0.02,0.02,,0.02,0.02,,,,3.06,0.71,0.07,0.23,0.32,0.09,2.35,0.48,0.23,0.16,0.09,3.06,0.55,0.46,0.02,0.07,0,,,2020
Boxborough,5.12,,,,,,,,,,,,3.93,1.02,,,0.85,0.17,2.9,0.17,,0.17,,1.02,,,,,,,,2020
Burlington,13.09,,,,0.41,0.41,,0.14,,,,0.14,4.18,1,0.07,0.17,0.38,0.38,3.18,0.69,0.48,0.07,0.14,7.29,0.38,0.35,0.03,,,,,2020
Carlisle,5.32,,,,,,,,,,,,2.66,0.19,,,,0.19,2.47,0.19,,0.19,,2.47,,,,,,,,2020
Chelmsford,10.83,,,,0.2,0.2,,0.06,0.03,,,0.03,2.04,0.68,0.03,0.14,0.17,0.34,1.36,0.57,0.17,0.11,0.28,7.35,0.62,0.48,0.06,0.08,,,,2020
Concord,9.44,,,,0.16,0.16,,0.05,0.05,,,,2.59,0.53,,0.05,0.21,0.26,2.06,0.53,0.37,0.11,0.05,6.07,0.05,0.05,,,,,,2020
Dracut,13.88,,,,0.03,0,0.03,0.13,0.06,,0.03,0.03,5.08,0.98,0.19,0.13,0.6,0.06,4.1,0.73,0.41,0.16,0.16,6.78,1.07,1.01,0.03,0.03,0.06,,,2020
Dunstable,9.09,,,,0.59,0.59,,,,,,,2.93,0.59,,,0.59,,2.35,0.88,,0.88,,4.11,,,,,0.59,,,2020
Holliston,6.21,,,,0.27,0.27,,,,,,,2.6,0.6,0.07,0.07,0.27,0.2,2,0.6,0.53,0.07,,2.27,0.47,0.47,,,,,,2020
Hopkinton,3.3,,,,,,,,,,,,1.75,0.27,0.05,,0.21,,1.49,,,,,1.44,0.11,0.11,,,,,,2020
Hudson,6.1,,,,0.1,0.1,,0.05,,0.05,,,2.32,0.91,,0.35,0.3,0.25,1.41,0.2,0.05,0.1,0.05,3.23,0.1,0.1,,,0.05,,0.05,2020
Lincoln,4.79,,,,,,,,,,,,1.97,0.28,,0.28,,,1.69,,,,,2.82,,,,,,,,2020
Littleton,6.59,,,,0.19,0.19,,,,,,,2.71,0.39,,,0.39,,2.32,0.29,0.1,0.19,,3.2,0.19,0.19,,,,,,2020
Marlborough,20.51,0.03,0.03,,0.53,0.53,,0.15,,0.05,0.05,0.05,10.76,3.11,0.28,0.96,1.14,0.73,7.65,0.73,0.3,0.28,0.15,7.54,0.68,0.66,0.03,,0.08,,,2020
Maynard,8.76,,,,0.44,0.44,,,,,,,3.85,1.05,,,0.79,0.26,2.8,0.35,0.26,0.09,,3.42,0.7,0.7,,,0,,,2020
Medford,15.35,,,,0.04,0.04,,0.3,0.16,0.04,,0.11,5.57,0.93,0.12,0.35,0.32,0.14,4.64,0.63,0.37,0.21,0.05,8.12,0.67,0.56,0.04,0.07,0.04,,,2020
Melrose,7.69,,,,0.04,,0.04,0.18,0.04,,0.04,0.11,2.75,0.71,0.04,0.04,0.46,0.18,2.04,0.61,0.39,0.18,0.04,3.86,0.25,0.25,,,0,,,2020
Natick,15.11,,,,0.03,0.03,,0.25,0.06,,0.03,0.17,3.9,0.61,0.03,0.11,0.33,0.14,3.29,0.58,0.36,0.22,,9.5,0.83,0.75,0.08,,0.03,,,2020
Newton,7.97,,,,0.05,0.05,,0.09,0.02,0.01,0.02,0.03,2.33,0.41,0.01,0.11,0.26,0.02,1.93,0.58,0.27,0.22,0.09,4.76,0.17,0.1,0.03,0.03,,,,2020
North Reading,4.97,,,,0.06,0.06,,0.13,,,,0.13,2.01,0.57,0.13,0.06,0.13,0.25,1.45,0.19,0.06,0.06,0.06,2.39,0.19,0.13,,0.06,,,,2020
Pepperell,9.33,,,,0.33,0.33,,0.08,0.08,,,,4.29,1.07,,0.17,0.83,0.08,3.22,0.5,0.33,0.17,,3.71,0.25,0.25,,,0.17,,,2020
Reading,5.86,,,,0.08,0.08,,,,,,,1.5,0.35,,0.04,0.2,0.12,1.14,0.47,0.08,0.35,0.04,3.38,0.43,0.43,,,,,,2020
Sherborn,6,,,,,,,,,,,,3.46,1.61,,,1.38,0.23,1.85,0.69,,0.69,,1.85,,,,,,,,2020
Shirley,10.48,,,,0.52,0.52,,0.26,0.13,,0.13,,5.37,1.97,,0.26,1.18,0.52,3.41,0.92,0.92,,,3.01,0.39,0.13,0.13,0.13,,,,2020
Somerville,15.85,0.01,0.01,,0.17,0.17,,0.21,0.06,0.02,0.05,0.07,3.58,1.48,0.26,0.4,0.69,0.13,2.1,1.45,0.49,0.93,0.02,9.31,1.1,0.77,0.09,0.25,0.02,,,2020
Stoneham,9.99,,,,0.16,0.16,,,,,,,3.25,0.62,,0.04,0.29,0.29,2.63,1.69,0.58,1.07,0.04,3.99,0.86,0.7,0.12,0.04,0.04,,,2020
Stow,6.19,,,,0.14,0.14,,,,,,,2.34,0.41,,,0.41,,1.93,,,,,3.03,0.69,0.55,,0.14,,,,2020
Sudbury,5.26,,,,,,,,,,,,1.87,0.71,,0.1,0.35,0.25,1.16,0.35,0.15,0.2,,2.68,0.35,0.3,,0.05,,,,2020
Townsend,9.56,,,,0.11,0.11,,,,,,,5.47,1.89,,,0.84,1.05,3.57,0.74,0.32,0.32,0.11,3.05,0.11,0.11,,,0.11,,,2020
Tyngsborough,5.88,,,,0.24,0.24,,,,,,,3.02,0.4,0.08,0.08,0.24,,2.62,0.24,0.08,0.16,,1.99,0.4,0.4,,,,,,2020
Wakefield,9.81,,,,0.15,0.15,,0.07,,,,0.07,3.69,0.85,0.07,0.11,0.33,0.33,2.84,0.92,0.59,0.18,0.15,4.61,0.33,0.26,,0.07,0.04,,,2020
Waltham,11.37,0.02,0.02,,0.16,0.16,,0.05,,0.02,0.02,0.02,4.91,1.14,0.08,0.21,0.63,0.22,3.77,0.82,0.3,0.51,,4.99,0.38,0.29,0.05,0.05,0.05,,,2020
Watertown,12.15,,,,0.14,0.14,,0.14,,,0.03,0.11,4.72,0.58,0.06,0.17,0.33,0.03,4.14,1.02,0.44,0.41,0.17,5.86,0.25,0.17,,0.08,0.03,,,2020
Wayland,0.07,,,,,,,,,,,,0.07,0.07,,,,0.07,,,,,,,,,,,,,,2020
Westford,3.76,,,,,,,0.04,,,0.04,,1.16,0.12,,0.04,0.04,0.04,1.04,0.12,0.04,,0.08,2.2,0.2,0.16,0.04,,0.04,,,2020
Weston,4.03,,,,,,,,,,,,1.15,0.16,,,0.16,,0.99,0.33,0.08,0.25,,2.39,0.16,0.16,,,,,,2020
Wilmington,10.62,,,,0.09,0.09,,0.04,0.04,,,,3.84,1.19,0.09,0.13,0.47,0.51,2.65,0.68,0.17,0.38,0.13,5.33,0.64,0.64,,,,,,2020
Winchester,5.04,,,,0.04,0.04,,,,,,,0.66,0.44,,,0.04,0.39,0.22,0.35,0.35,,,3.77,0.18,0.18,,,0.04,,,2020
Woburn,14.15,0.02,0.02,,0.25,0.25,,0.17,0.07,0.07,0,0.02,3.69,0.9,0.05,0.1,0.35,0.4,2.79,0.92,0.67,0.22,0.02,7.92,1.12,1,0.02,0.1,0.05,,,2020
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Bentley College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Framingham State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
U-Mass Lowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Boston and Maine Railroad Police Dept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Tufts University Medford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Tufts University since 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Boston College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
