Location,All Summary Offenses,Criminal Homicide,Murder and Nonnegligent Homicide,Manslaughter by Negligence,Forcible Rape Total,Rape by Force,Attempts to commit Forcible Rape,Robbery Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Strong-Arm (Hands, Fists, Feet, Etc.)",Assault Total,Aggravated Assault Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Hands, Fists, Feet, Etc. - Aggravated injury","Other Assaults - Simple, Not Aggravated",Burglary Total,Forcible Entry,Unlawful Entry - No Force,Attempted Forcible Entry,Larceny - Theft Total,Motor Vehicle Theft Total,Autos,Trucks and Buses,Other Vehicles,Arson,Human Trafficking - Commercial Sex Act,Human Trafficking - Involuntary Servitude,Year
West Newbury,26,,,,,,,,,,,,9,3,1,,2,,6,1,,1,,15,1,1,,,,,,2021
Salem State University,8,,,,3,3,,,,,,,1,,,,,,1,,,,,4,,,,,,,,2021
Merrimack College,48,,,,,,,,,,,,24,3,,,1,2,21,5,1,4,,19,,,,,,,,2021
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Endicott College,13,,,,2,2,,,,,,,4,,,,,,4,,,,,7,,,,,,,,2021
Northern Essex Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Gordon College,16,,,,,,,,,,,,,,,,,,,1,1,,,15,,,,,,,,2021
Salem State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
North Shore Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Essex State Police,31,,,,,,,,,,,,24,13,1,,4,8,11,1,1,,,2,3,3,,,1,,,2021
Essex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Franklin County,"1,164",,,,36,36,,9,,1,3,5,452,161,9,30,68,54,291,145,92,47,6,480,40,37,2,1,2,,,2021
Ashfield,12,,,,,,,,,,,,2,1,,,,1,1,1,,1,,8,1,1,,,,,,2021
Bernardston,29,,,,1,1,,,,,,,5,2,1,,1,,3,4,1,3,,13,6,6,,,,,,2021
Buckland,9,,,,,,,,,,,,6,1,,,1,,5,,,,,3,,,,,,,,2021
Charlemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Colrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Deerfield,56,,,,1,1,,,,,,,27,10,,2,6,2,17,8,5,1,2,20,,,,,,,,2021
Erving,29,,,,1,1,,,,,,,17,3,,2,1,,14,2,1,1,,8,1,1,,,,,,2021
Gill,11,,,,,,,,,,,,2,2,,,2,,,,,,,9,,,,,,,,2021
Greenfield,546,,,,18,18,,1,,,1,,189,47,2,13,29,3,142,85,68,15,2,233,18,18,,,2,,,2021
Hawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Leverett,8,,,,2,2,,,,,,,2,,,,,,2,,,,,4,,,,,,,,2021
Leyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Montague,178,,,,0,0,,4,,,2,2,87,61,2,5,10,44,26,25,11,13,1,58,4,3,,1,,,,2021
New Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Northfield,17,,,,1,1,,,,,,,8,,,,,,8,3,2,1,,5,,,,,,,,2021
Orange,172,,,,5,5,,4,,1,,3,51,22,2,4,15,1,29,13,3,9,1,92,7,6,1,,,,,2021
Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Shelburne,12,,,,,,,,,,,,7,,,,,,7,,,,,5,,,,,,,,2021
Shutesbury,3,,,,,,,,,,,,2,,,,,,2,,,,,1,,,,,,,,2021
Sunderland,44,,,,7,7,,,,,,,19,3,,2,1,,16,3,1,2,,15,,,,,,,,2021
Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Whately,12,,,,,,,,,,,,3,1,,1,,,2,1,,1,,6,2,1,1,,,,,2021
Greenfield CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Franklin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Franklin State Police,26,,,,,,,,,,,,25,8,2,1,2,3,17,,,,,,1,1,,,,,,2021
Franklin State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Franklin State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Agawam,543,,,,10,9,1,6,1,,,5,253,82,6,13,41,22,171,70,32,33,5,179,22,20,,2,3,,,2021
Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Western New England Coll,15,,,,1,1,,,,,,,2,1,,,1,,1,3,1,2,,9,,,,,,,,2021
Brimfield,21,,,,,,,,,,,,6,1,,,1,,5,3,,3,,7,4,4,,,1,,,2021
Chester,3,,,,,,,,,,,,1,,,,,,1,,,,,1,1,1,,,,,,2021
Granville,7,,,,,,,,,,,,7,2,,,1,1,5,,,,,,,,,,,,,2021
Hampden,37,,,,,,,,,,,,17,7,,2,2,3,10,,,,,17,3,2,,1,,,,2021
Holland,14,,,,,,,,,,,,6,1,,,,1,5,1,,,1,5,1,1,,,1,,,2021
Longmeadow,126,,,,,,,1,,,,1,28,3,,,3,,25,19,11,5,3,65,13,13,,,,,,2021
Ludlow,300,,,,,,,2,,,1,1,140,35,2,6,13,14,105,19,9,6,4,125,14,13,,1,0,,,2021
Monson,108,,,,4,4,,2,,2,,,69,19,5,1,9,4,50,13,8,5,,14,6,3,1,2,,,,2021
Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Palmer,258,1,1,,4,4,,,,,,,172,34,5,5,23,1,138,16,8,8,,60,5,5,,,0,,,2021
Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Southwick,100,,,,1,1,,,,,,,45,7,,1,3,3,38,16,11,5,,36,2,2,,,,,,2021
Tolland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
West Springfield,"1,224",,,,29,29,,23,9,5,2,7,299,116,21,18,41,36,183,66,37,19,10,723,80,74,3,3,3,1,,2021
Wilbraham,251,,,,1,1,,3,1,,,2,113,24,13,2,4,5,89,15,13,1,1,107,12,11,1,,,,,2021
Westfield State College,19,,,,2,2,,,,,,,11,,,,,,11,1,,,1,5,,,,,,,,2021
Holyoke Community College,5,,,,,,,,,,,,3,,,,,,3,,,,,2,,,,,,,,2021
Springfield Technical Community College,2,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,2021
Western New England University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Hampden County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Springfield College,15,,,,1,1,,,,,,,6,,,,,,6,3,1,2,,5,,,,,,,,2021
Hampden State Police,57,,,,,,,1,,,,1,53,27,2,2,6,17,26,1,1,,,1,1,1,,,,,,2021
Hampden State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hampden State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Amherst,314,,,,27,27,,1,,1,,,144,40,2,6,21,11,104,29,10,17,2,101,11,10,,1,1,,,2021
Belchertown,126,,,,7,7,,1,,,1,,50,13,1,3,9,,37,12,5,7,,50,6,5,1,,,,,2021
Chesterfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Cummington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Easthampton,178,,,,5,5,,,,,,,60,16,,5,5,6,44,7,4,1,2,98,8,8,,,,,,2021
Goshen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Granby,44,,,,2,2,,,,,,,21,4,,2,1,1,17,5,2,,3,14,1,1,,,1,,,2021
Hadley,140,,,,7,7,,1,,1,,,43,22,2,3,9,8,21,3,3,,,83,3,3,,,,,,2021
Hatfield,23,,,,,,,,,,,,13,8,,,4,4,5,1,1,,,9,,,,,,,,2021
Huntington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Middlefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Pelham,2,,,,,,,,,,,,2,1,,1,,,1,,,,,,,,,,,,,2021
Plainfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
South Hadley,358,,,,7,7,,,,,,,135,30,6,4,13,7,105,63,50,7,6,145,6,5,,1,2,,,2021
Southampton,35,,,,1,1,,,,,,,7,2,,1,1,,5,3,1,2,,24,,,,,,,,2021
Ware,155,,,,4,4,,2,1,,1,,108,45,3,,19,23,63,3,2,1,,36,2,2,,,,,,2021
Westhampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Williamsburg,22,,,,,,,1,,,1,,13,2,,,1,1,11,1,1,,,7,,,,,,,,2021
Worthington,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2021
U-Mass Amherst,126,,,,10,9,1,2,,,,2,29,3,,,3,,26,7,2,3,2,75,2,1,1,,1,,,2021
Mt. Holyoke College,5,,,,1,1,,,,,,,,,,,,,,,,,,4,,,,,,,,2021
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Amherst College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Hampshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hampshire State Police,32,,,,,,,,,,,,31,10,,1,3,6,21,,,,,,1,1,,,,,,2021
Hampshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Acton,186,,,,4,4,,,,,,,62,4,,,4,,58,16,6,10,,97,6,6,,,1,,,2021
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Arlington,233,,,,1,1,,4,,,3,1,93,14,,7,4,3,79,31,17,14,,99,5,5,,,,,,2021
Ashby,30,,,,3,3,,,,,,,7,2,,,2,,5,4,1,3,,15,1,1,,,,,,2021
Ashland,118,,,,1,1,,2,,1,,1,53,11,2,3,5,1,42,10,8,1,1,45,7,7,,,,,,2021
Ayer,104,,,,8,8,,,,,,,46,8,1,3,4,,38,9,7,2,,36,5,4,1,,,,,2021
Bedford,74,,,,2,2,,,,,,,11,2,,,2,,9,10,6,4,,49,2,1,,1,,,,2021
Belmont,223,1,1,,1,1,,1,,1,,,47,10,1,4,3,2,37,57,17,39,1,110,5,4,,1,1,,,2021
Billerica,314,,,,3,3,,2,,1,,1,129,27,,7,15,5,102,24,7,7,10,132,23,19,,4,1,,,2021
Boxborough,29,,,,1,1,,,,,,,13,3,,2,1,,10,3,1,2,,12,,,,,,,,2021
Burlington,414,,,,13,13,,1,,,,1,119,22,,4,10,8,97,18,12,4,2,248,13,13,,,2,,,2021
Carlisle,34,,,,1,1,,,,,,,7,1,,,1,,6,2,,2,,23,1,1,,,,,,2021
Chelmsford,321,,,,7,6,1,2,,1,1,,74,27,1,5,16,5,47,19,11,4,4,211,8,8,,,,,,2021
Concord,140,,,,2,2,,,,,,,56,11,,,8,3,45,10,3,7,,72,,,,,,,,2021
Dracut,309,,,,6,6,,3,,1,,2,153,49,8,3,32,6,104,22,17,5,,114,7,7,,,4,,,2021
Dunstable,10,,,,,,,,,,,,5,1,,,1,,4,,,,,4,,,,,1,,,2021
Holliston,91,,,,3,3,,1,1,,,,27,6,1,1,,4,21,12,5,4,3,46,2,2,,,,,,2021
Hopkinton,72,,,,,,,,,,,,40,15,,1,2,12,25,2,1,1,,27,3,3,,,,,,2021
Hudson,112,,,,3,3,,1,,1,,,67,23,,8,9,6,44,5,3,1,1,31,5,4,,1,0,,,2021
Lincoln,38,,,,1,1,,,,,,,13,,,,,,13,1,,,1,20,3,3,,,,,,2021
Littleton,60,,,,2,2,,,,,,,19,3,1,1,1,,16,2,1,1,,32,5,4,,1,,,,2021
Marlborough,948,,,,25,25,,9,1,3,3,2,501,109,9,19,55,26,392,47,19,14,14,329,36,34,,2,1,,,2021
Maynard,88,,,,4,4,,,,,,,46,18,4,2,8,4,28,6,4,1,1,28,4,4,,,,,,2021
Medford,851,,,,10,10,,18,1,1,3,13,302,66,10,11,33,12,236,46,16,22,8,429,44,38,,6,2,,,2021
Melrose,244,,,,1,1,,3,1,1,,1,92,26,,6,6,14,66,23,14,9,,105,19,19,,,1,,,2021
Natick,616,,,,9,9,,6,1,3,,2,163,32,4,8,13,7,131,24,16,8,,393,19,19,,,2,,,2021
Newton,677,,,,8,8,,5,,1,,4,158,43,3,11,26,3,115,74,44,23,7,412,20,18,,2,,,,2021
North Reading,96,,,,2,2,,2,,1,,1,35,11,,1,7,3,24,4,4,,,50,2,1,,1,1,,,2021
Pepperell,100,,,,2,2,,,,,,,45,12,2,1,5,4,33,10,7,3,,41,2,1,1,,,,,2021
Reading,160,,,,,,,1,,,1,,36,8,,4,2,2,28,10,3,5,2,108,3,3,,,2,,,2021
Sherborn,20,,,,,,,1,1,,,,11,,,,,,11,3,1,2,,3,2,2,,,,,,2021
Shirley,53,1,1,,2,2,,,,,,,27,14,6,,7,1,13,6,1,5,,13,4,4,,,,,,2021
Somerville,"1,304",3,3,,16,16,,29,9,4,2,14,328,104,17,22,52,13,224,117,44,68,5,726,81,61,7,13,4,,,2021
Stoneham,230,,,,3,3,,4,,,3,1,79,22,1,4,10,7,57,40,14,24,2,97,6,5,1,,1,,,2021
Stow,27,,,,,,,1,,,1,,12,2,,,2,,10,3,2,1,,11,,,,,,,,2021
Sudbury,96,,,,2,2,,,,,,,56,13,1,1,5,6,43,4,3,1,,30,4,4,,,,,,2021
Townsend,123,,,,4,4,,2,,,1,1,54,20,,3,9,8,34,36,33,1,2,22,4,3,,1,1,,,2021
Tyngsborough,77,,,,1,1,,,,,,,39,9,,2,5,2,30,7,4,3,,24,6,5,,1,,,,2021
Wakefield,215,1,1,,6,6,,,,,,,115,24,,5,9,10,91,13,5,5,3,70,9,8,1,,1,,,2021
Waltham,540,,,,9,9,,8,3,,,5,225,58,6,9,38,5,167,39,18,20,1,241,16,13,1,2,2,,,2021
Watertown,461,,,,7,7,,4,1,,,3,184,29,5,4,17,3,155,26,15,9,2,217,22,19,2,1,1,,,2021
Wayland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Westford,85,,,,1,1,,1,,,0,1,20,6,1,1,2,2,14,9,4,2,3,50,4,3,1,,,,,2021
Weston,43,,,,4,4,,,,,,,12,3,,,2,1,9,9,2,7,,17,1,1,,,,,,2021
Wilmington,253,,,,1,1,,,,,,,101,20,1,3,10,6,81,15,3,9,3,129,7,7,,,,,,2021
Winchester,99,,,,1,1,,1,,1,,,15,5,,,1,4,10,13,11,2,,66,3,2,,1,,,,2021
Woburn,580,1,,1,3,3,,7,2,3,,2,152,38,4,12,11,11,114,37,25,12,,321,57,45,1,11,1,,1,2021
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Bentley College,19,,,,,,,,,,,,10,,,,,,10,1,,1,,7,,,,,1,,,2021
Framingham State University,7,,,,,,,,,,,,3,,,,,,3,,,,,4,,,,,,,,2021
U-Mass Lowell,69,,,,6,6,,,,,,,18,2,,,1,1,16,10,1,9,,35,,,,,,,,2021
Boston and Maine Railroad Police Dept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Harvard University,276,,,,1,1,,,,,,,16,1,,,1,,15,16,5,7,4,223,20,11,,9,,,,2021
Tufts University Medford,39,,,,1,1,,,,,,,6,1,,,1,,5,2,,2,,28,2,2,,,,,,2021
Tufts University since 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Boston College,49,,,,1,1,,1,,,,1,2,,,,,,2,4,,3,1,40,1,,,1,,,,2021
Lasell College,11,,,,1,,1,,,,,,2,,,,,,2,2,,2,,6,,,,,,,,2021
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mount IDA College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Middlesex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Boston College(Old ORI pre-2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MIT,158,,,,,,,,,,,,12,2,,1,1,,10,7,3,3,1,137,2,,1,1,,,,2021
Framingham SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tufts University prior 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Middlesex State Police,62,,,,,,,2,,,1,1,42,18,1,,8,9,24,4,4,,,8,5,4,,1,,1,,2021
Middlesex State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Middlesex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Middlesex State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Nantucket County,288,,,,5,5,,,,,,,97,20,1,4,8,7,77,28,19,8,1,144,14,14,,,,,,2021
Nantucket,288,,,,5,5,,,,,,,97,20,1,4,8,7,77,28,19,8,1,144,14,14,,,,,,2021
MBTA - Nantucket County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Nantucket State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mt. Ida College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Avon,152,,,,,,,1,1,,,,27,8,2,,6,,19,6,3,2,1,110,7,5,,2,1,,,2021
Bellingham,267,1,1,,2,2,,1,,,,1,91,28,6,5,11,6,63,8,4,1,3,156,7,6,1,,1,,,2021
Braintree,521,,,,3,3,,2,,,,2,159,61,6,10,19,26,98,18,9,9,,305,34,30,3,1,,,,2021
Canton,255,,,,8,8,,3,,,1,2,101,64,2,4,15,43,37,11,7,4,,122,10,10,,,,,,2021
Cohasset,69,,,,1,1,,,,,,,25,4,,,3,1,21,9,1,7,1,34,,,,,,,,2021
Dedham,374,,,,,,,4,2,,1,1,66,14,,5,2,7,52,16,9,6,1,270,18,16,2,,,,,2021
Dover,10,,,,,,,,,,,,2,,,,,,2,,,,,8,,,,,,,,2021
Foxborough,319,,,,11,11,,2,,,,2,182,31,4,1,24,2,151,7,4,3,,102,15,14,,1,,,,2021
Franklin,145,2,1,1,,,,,,,,,82,29,11,4,12,2,53,16,7,6,3,41,3,,,3,1,,,2021
Holbrook,298,,,,8,8,,5,1,1,1,2,151,31,2,4,20,5,120,18,9,6,3,100,15,15,,,1,,,2021
Medfield,57,,,,5,5,,1,,,,1,25,7,,4,1,2,18,6,4,,2,18,2,2,,,,,,2021
Medway,56,,,,1,1,,,,,,,22,4,,3,1,,18,4,3,1,,27,2,2,,,,,,2021
Millis,41,,,,1,1,,,,,,,20,6,,,1,5,14,4,1,3,,16,,,,,,,,2021
Milton,133,1,1,,2,2,,2,1,,1,,17,5,,,3,2,12,11,6,5,,93,7,7,,,,,,2021
Needham,192,,,,1,1,,1,,,,1,66,12,,2,9,1,54,21,7,9,5,97,5,5,,,1,,,2021
Norfolk,59,,,,2,2,,,,,,,23,2,,,1,1,21,5,2,2,1,28,1,,,1,,,,2021
Norwood,399,1,1,,2,2,,2,,,,2,138,36,6,4,23,3,102,17,6,10,1,208,30,30,,,1,,,2021
Sharon,81,,,,3,3,,1,1,,,,25,9,1,,6,2,16,3,1,2,,44,4,4,,,1,,,2021
Walpole,350,,,,10,10,,1,,,,1,135,16,2,3,10,1,119,14,9,3,2,181,9,7,1,1,,,,2021
Wellesley,162,,,,1,1,,,,,,,37,4,,,4,,33,14,10,3,1,97,12,12,,,1,,,2021
Westwood,166,,,,1,1,,1,,,,1,39,5,,3,2,,34,5,3,1,1,114,5,3,1,1,,1,,2021
Weymouth,840,1,1,,9,9,,11,3,,1,7,303,120,4,14,52,50,183,33,18,11,4,448,35,26,1,8,,,,2021
Wrentham,140,,,,1,1,,1,,,1,,51,20,,,8,12,31,9,6,3,,76,2,,1,1,,,,2021
Babson College,36,,,,1,1,,,,,,,5,2,,,2,,3,6,2,4,,24,,,,,,,,2021
Dean College,9,,,,,,,,,,,,2,,,,,,2,3,,3,,4,,,,,,,,2021
Mass Bay Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Curry College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Norfolk County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wellesley College,9,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,2021
Norfolk State Police,28,3,1,2,,,,,,,,,21,8,,,5,3,13,,,,,3,1,1,,,,,,2021
Norfolk State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Norfolk State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Bridgewater,122,,,,7,7,,1,1,,,,60,18,2,6,7,3,42,9,4,5,,39,6,4,,2,,,,2021
Carver,118,,,,3,3,,,,,,,52,8,,1,6,1,44,9,5,4,,51,3,2,1,,,,,2021
Duxbury,60,,,,3,3,,,,,,,22,7,,1,6,,15,3,,2,1,30,2,2,,,,,,2021
East Bridgewater,141,1,1,,1,1,,,,,,,83,26,3,6,15,2,57,8,3,4,1,39,8,4,3,1,1,,,2021
Halifax,83,,,,,,,,,,,,39,8,3,,3,2,31,1,,1,,41,2,2,,,,,,2021
Hanover,68,,,,2,2,,,,,,,16,3,,,1,2,13,7,4,3,,39,4,4,,,,,,2021
Hanson,79,,,,3,3,,,,,,,50,7,,2,5,,43,4,3,1,,20,2,2,,,0,,,2021
Hingham,160,,,,2,2,,,,,,,47,17,,,4,13,30,24,10,14,,83,4,4,,,,,,2021
Hull,193,,,,5,5,,2,,,,2,107,47,5,4,24,14,60,16,4,12,,55,8,7,1,,,,,2021
Kingston,140,,,,5,5,,1,,,,1,65,13,2,2,7,2,52,3,,1,2,62,4,4,,,,,,2021
Lakeville,88,,,,4,4,,1,,,1,,32,10,,1,3,6,22,12,7,1,4,32,7,7,,,,,,2021
Marion,41,,,,,,,,,,,,19,3,,1,1,1,16,1,1,,,21,,,,,,,,2021
Marshfield,145,1,1,,5,5,,,,,,,77,20,,7,8,5,57,9,4,5,,45,7,6,1,,1,,,2021
Mattapoisett,44,,,,2,2,,,,,,,16,5,,,2,3,11,2,1,1,,23,1,1,,,,,,2021
Middleborough,378,1,1,,15,15,,2,1,,,1,208,68,5,7,28,28,140,25,15,10,,106,20,12,7,1,1,,,2021
Norwell,73,,,,2,2,,1,1,,,,26,11,,,5,6,15,7,2,5,,33,4,4,,,,,,2021
Pembroke,93,,,,3,3,,,,,,,39,7,,,6,1,32,3,2,1,,43,5,3,1,1,,,,2021
Plymouth,"1,185",,,,37,37,,6,2,,,4,496,143,5,22,85,31,353,40,18,18,4,580,24,18,2,4,0,,2,2021
Plympton,35,,,,,,,,,,,,12,2,,,1,1,10,2,1,1,,19,1,1,,,1,,,2021
Rochester,42,,,,,,,3,,,,3,24,,,,,,24,4,3,,1,10,1,1,,,,,,2021
Rockland,176,,,,8,8,,1,1,,,,127,36,4,12,10,10,91,8,6,,2,26,5,5,,,1,,,2021
Scituate,63,,,,2,2,,,,,,,27,13,2,,7,4,14,11,3,6,2,23,,,,,,,,2021
West Bridgewater,138,,,,,,,,,,,,63,18,3,1,11,3,45,7,3,4,,51,16,16,,,1,,,2021
Whitman,163,,,,3,3,,1,,,,1,77,15,3,1,10,1,62,9,3,2,4,62,9,9,,,2,,,2021
Bridgewater State University,13,,,,4,4,,,,,,,5,,,,,,5,,,,,3,1,,,1,,,,2021
Massasoit Community College,4,,,,,,,,,,,,1,,,,,,1,2,2,,,1,,,,,,,,2021
MBTA - Plymouth County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Plymouth State Police,11,,,,,,,,,,,,10,2,,,,2,8,,,,,,1,1,,,,,,2021
Plymouth State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Boston College(Old ORI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
"Capitol PD, Boston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Chelsea,"1,465",2,2,,31,31,,68,12,16,3,37,699,191,16,55,74,46,508,81,45,26,10,525,56,54,,2,2,1,,2021
Winthrop,209,2,2,,4,4,,1,1,,,,82,16,,2,7,7,66,13,4,7,2,96,11,9,1,1,,,,2021
Environmental Police,27,,,,,,,,,,,,11,5,,,4,1,6,2,,2,,8,5,,4,1,1,,,2021
U-Mass Boston,25,,,,,,,,,,,,2,,,,,,2,1,1,,,21,1,1,,,,,,2021
MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Boston University,345,,,,5,5,,3,1,,1,1,49,1,,1,,,48,7,0,7,,280,,,,,1,,,2021
Northeastern University,175,,,,6,6,,,,,,,7,1,,,1,,6,7,1,6,,150,5,0,,5,,,,2021
Mass College of Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tufts University Suffolk,13,,,,,,,,,,,,,,,,,,,1,1,,,11,1,,1,,,,,2021
Tufts University Suffolk prior to 01/01/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Bunker Hill Community College,9,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,2021
Beth Israel Deaconess Med Ctr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Simmons University,14,,,,,,,,,,,,2,,,,,,2,,,,,12,,,,,,,,2021
Mass General Hospital,499,,,,,,,,,,,,458,25,,8,11,6,433,2,1,,1,39,,,,,,,,2021
Fisher College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Fisher College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wentworth Institute of Technology,32,,,,1,1,,,,,,,8,3,,,3,,5,3,2,1,,20,,,,,,,,2021
Roxbury Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MCPHS University,13,,,,,,,,,,,,4,,,,,,4,,,,,9,,,,,,,,2021
Emerson College,15,,,,1,1,,,,,,,2,1,,,,1,1,,,,,12,,,,,,,,2021
Emerson College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Northeastern U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wentworth Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Suffolk State Police,136,,,,2,2,,1,,,1,,79,39,4,2,27,6,40,3,1,1,1,25,25,24,,1,,,1,2021
Suffolk State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Suffolk State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Suffolk State Police Logan Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Ashburnham,45,,,,2,2,,,,,,,20,2,,,1,1,18,6,3,3,,16,1,1,,,,,,2021
